variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
450,sweet-pepper-bull-s-horn,pepper,2,April,May,June,July,,,September,September
450,sweet-pepper-bull-s-horn,pepper,3,April,April,June,July,,,September,October
450,sweet-pepper-bull-s-horn,pepper,4,March,April,June,June,,,August,October
450,sweet-pepper-bull-s-horn,pepper,5,March,March,May,June,,,August,October
450,sweet-pepper-bull-s-horn,pepper,6,March,March,May,June,,,August,October
450,sweet-pepper-bull-s-horn,pepper,7,February,March,April,May,,,July,September
450,sweet-pepper-bull-s-horn,pepper,8,February,February,April,May,,,July,September
450,sweet-pepper-bull-s-horn,pepper,9,January,January,March,April,,,June,August
450,sweet-pepper-bull-s-horn,pepper,10,January,January,February,March,,,May,July
450,sweet-pepper-bull-s-horn,pepper,11,January,January,January,February,,,April,June
450,sweet-pepper-bull-s-horn,pepper,12,January,January,January,February,,,April,June
450,sweet-pepper-bull-s-horn,pepper,13,January,January,January,February,,,April,June
452,bell-pepper-rainbow-bell,pepper,1,May,May,July,August,,,October,August
452,bell-pepper-rainbow-bell,pepper,2,April,May,June,July,,,September,September
452,bell-pepper-rainbow-bell,pepper,3,April,April,June,July,,,September,October
452,bell-pepper-rainbow-bell,pepper,4,March,April,June,June,,,August,October
452,bell-pepper-rainbow-bell,pepper,5,March,March,May,June,,,August,October
452,bell-pepper-rainbow-bell,pepper,6,March,March,May,June,,,August,October
452,bell-pepper-rainbow-bell,pepper,7,February,March,April,May,,,July,September
452,bell-pepper-rainbow-bell,pepper,8,February,February,April,May,,,July,September
452,bell-pepper-rainbow-bell,pepper,9,January,January,March,April,,,June,August
452,bell-pepper-rainbow-bell,pepper,10,January,January,February,March,,,May,July
452,bell-pepper-rainbow-bell,pepper,11,January,January,January,February,,,April,June
452,bell-pepper-rainbow-bell,pepper,12,January,January,January,February,,,April,June
452,bell-pepper-rainbow-bell,pepper,13,January,January,January,February,,,April,June
457,bell-pepper-king-of-the-north,pepper,1,May,May,July,August,,,September,August
457,bell-pepper-king-of-the-north,pepper,2,April,May,June,July,,,September,September
457,bell-pepper-king-of-the-north,pepper,3,April,April,June,July,,,August,October
457,bell-pepper-king-of-the-north,pepper,4,March,April,June,June,,,August,October
457,bell-pepper-king-of-the-north,pepper,5,March,March,May,June,,,August,October
457,bell-pepper-king-of-the-north,pepper,6,March,March,May,June,,,July,September
457,bell-pepper-king-of-the-north,pepper,7,February,March,April,May,,,July,September
457,bell-pepper-king-of-the-north,pepper,8,February,February,April,May,,,June,August
457,bell-pepper-king-of-the-north,pepper,9,January,January,March,April,,,May,July
457,bell-pepper-king-of-the-north,pepper,10,January,January,February,March,,,May,July
457,bell-pepper-king-of-the-north,pepper,11,January,January,January,February,,,April,June
457,bell-pepper-king-of-the-north,pepper,12,January,January,January,February,,,April,June
457,bell-pepper-king-of-the-north,pepper,13,January,January,January,February,,,April,June
463,simpson-elite,lettuce,1,,,,,June,July,July,September
463,simpson-elite,lettuce,2,,,,,May,July,July,September
463,simpson-elite,lettuce,3,,,,,May,June,June,October
463,simpson-elite,lettuce,4,,,,,April,June,June,October
463,simpson-elite,lettuce,5,,,,,April,May,June,November
463,simpson-elite,lettuce,6,,,,,April,May,May,November
463,simpson-elite,lettuce,7,,,,,March,May,May,November
463,simpson-elite,lettuce,8,,,,,March,April,April,December
463,simpson-elite,lettuce,9,,,,,February,March,March,December
463,simpson-elite,lettuce,10,,,,,January,March,March,December
463,simpson-elite,lettuce,11,,,,,January,February,February,December
463,simpson-elite,lettuce,12,,,,,January,February,February,December
463,simpson-elite,lettuce,13,,,,,January,February,February,December
464,summertime,lettuce,1,,,,,June,July,August,September
464,summertime,lettuce,2,,,,,May,July,August,September
464,summertime,lettuce,3,,,,,May,June,July,October
464,summertime,lettuce,4,,,,,April,June,July,October
464,summertime,lettuce,5,,,,,April,May,June,November
464,summertime,lettuce,6,,,,,April,May,June,November
464,summertime,lettuce,7,,,,,March,May,June,November
464,summertime,lettuce,8,,,,,March,April,May,December
464,summertime,lettuce,9,,,,,February,March,April,December
464,summertime,lettuce,10,,,,,January,March,April,December
464,summertime,lettuce,11,,,,,January,February,March,December
464,summertime,lettuce,12,,,,,January,February,March,December
464,summertime,lettuce,13,,,,,January,February,March,December
465,mascara,lettuce,1,,,,,June,July,July,September
465,mascara,lettuce,2,,,,,May,July,July,September
465,mascara,lettuce,3,,,,,May,June,June,October
465,mascara,lettuce,4,,,,,April,June,June,October
465,mascara,lettuce,5,,,,,April,May,June,November
465,mascara,lettuce,6,,,,,April,May,May,November
465,mascara,lettuce,7,,,,,March,May,May,November
465,mascara,lettuce,8,,,,,March,April,April,December
465,mascara,lettuce,9,,,,,February,March,March,December
465,mascara,lettuce,10,,,,,January,March,March,December
465,mascara,lettuce,11,,,,,January,February,February,December
465,mascara,lettuce,12,,,,,January,February,February,December
465,mascara,lettuce,13,,,,,January,February,February,December
466,canasta,lettuce,1,,,,,June,July,August,September
466,canasta,lettuce,2,,,,,May,July,July,September
466,canasta,lettuce,3,,,,,May,June,July,October
466,canasta,lettuce,4,,,,,April,June,July,October
466,canasta,lettuce,5,,,,,April,May,June,November
466,canasta,lettuce,6,,,,,April,May,June,November
466,canasta,lettuce,7,,,,,March,May,May,November
466,canasta,lettuce,8,,,,,March,April,May,December
466,canasta,lettuce,9,,,,,February,March,April,December
466,canasta,lettuce,10,,,,,January,March,March,December
466,canasta,lettuce,11,,,,,January,February,February,December
466,canasta,lettuce,12,,,,,January,February,February,December
466,canasta,lettuce,13,,,,,January,February,February,December
467,red-romaine,lettuce,1,,,,,June,July,August,September
467,red-romaine,lettuce,2,,,,,May,July,August,September
467,red-romaine,lettuce,3,,,,,May,June,July,October
467,red-romaine,lettuce,4,,,,,April,June,July,October
467,red-romaine,lettuce,5,,,,,April,May,June,November
467,red-romaine,lettuce,6,,,,,April,May,June,November
467,red-romaine,lettuce,7,,,,,March,May,June,November
467,red-romaine,lettuce,8,,,,,March,April,May,December
467,red-romaine,lettuce,9,,,,,February,March,April,December
467,red-romaine,lettuce,10,,,,,January,March,April,December
467,red-romaine,lettuce,11,,,,,January,February,March,December
467,red-romaine,lettuce,12,,,,,January,February,March,December
467,red-romaine,lettuce,13,,,,,January,February,March,December
468,freckles,lettuce,1,,,,,June,July,July,September
468,freckles,lettuce,2,,,,,May,July,July,September
468,freckles,lettuce,3,,,,,May,June,June,October
468,freckles,lettuce,4,,,,,April,June,June,October
468,freckles,lettuce,5,,,,,April,May,June,November
468,freckles,lettuce,6,,,,,April,May,May,November
468,freckles,lettuce,7,,,,,March,May,May,November
468,freckles,lettuce,8,,,,,March,April,April,December
468,freckles,lettuce,9,,,,,February,March,March,December
468,freckles,lettuce,10,,,,,January,March,March,December
468,freckles,lettuce,11,,,,,January,February,February,December
468,freckles,lettuce,12,,,,,January,February,February,December
468,freckles,lettuce,13,,,,,January,February,February,December
469,waldmann-s-green,lettuce,1,,,,,June,July,July,September
469,waldmann-s-green,lettuce,2,,,,,May,July,July,September
469,waldmann-s-green,lettuce,3,,,,,May,June,June,October
469,waldmann-s-green,lettuce,4,,,,,April,June,June,October
469,waldmann-s-green,lettuce,5,,,,,April,May,June,November
469,waldmann-s-green,lettuce,6,,,,,April,May,May,November
469,waldmann-s-green,lettuce,7,,,,,March,May,May,November
469,waldmann-s-green,lettuce,8,,,,,March,April,April,December
469,waldmann-s-green,lettuce,9,,,,,February,March,March,December
469,waldmann-s-green,lettuce,10,,,,,January,March,March,December
469,waldmann-s-green,lettuce,11,,,,,January,February,February,December
469,waldmann-s-green,lettuce,12,,,,,January,February,February,December
469,waldmann-s-green,lettuce,13,,,,,January,February,February,December
470,muir,lettuce,1,,,,,June,July,July,September
470,muir,lettuce,2,,,,,May,July,July,September
470,muir,lettuce,3,,,,,May,June,July,October
470,muir,lettuce,4,,,,,April,June,July,October
470,muir,lettuce,5,,,,,April,May,June,November
470,muir,lettuce,6,,,,,April,May,June,November
470,muir,lettuce,7,,,,,March,May,May,November
470,muir,lettuce,8,,,,,March,April,May,December
470,muir,lettuce,9,,,,,February,March,April,December
470,muir,lettuce,10,,,,,January,March,March,December
470,muir,lettuce,11,,,,,January,February,February,December
470,muir,lettuce,12,,,,,January,February,February,December
470,muir,lettuce,13,,,,,January,February,February,December
471,red-express-cos,lettuce,1,,,,,June,July,July,September
471,red-express-cos,lettuce,2,,,,,May,July,July,September
471,red-express-cos,lettuce,3,,,,,May,June,June,October
471,red-express-cos,lettuce,4,,,,,April,June,June,October
471,red-express-cos,lettuce,5,,,,,April,May,June,November
471,red-express-cos,lettuce,6,,,,,April,May,May,November
471,red-express-cos,lettuce,7,,,,,March,May,May,November
471,red-express-cos,lettuce,8,,,,,March,April,April,December
471,red-express-cos,lettuce,9,,,,,February,March,March,December
471,red-express-cos,lettuce,10,,,,,January,March,March,December
471,red-express-cos,lettuce,11,,,,,January,February,February,December
471,red-express-cos,lettuce,12,,,,,January,February,February,December
471,red-express-cos,lettuce,13,,,,,January,February,February,December
473,grand-rapids,lettuce,1,,,,,June,July,July,September
473,grand-rapids,lettuce,2,,,,,May,July,July,September
473,grand-rapids,lettuce,3,,,,,May,June,June,October
473,grand-rapids,lettuce,4,,,,,April,June,June,October
473,grand-rapids,lettuce,5,,,,,April,May,June,November
473,grand-rapids,lettuce,6,,,,,April,May,May,November
473,grand-rapids,lettuce,7,,,,,March,May,May,November
473,grand-rapids,lettuce,8,,,,,March,April,April,December
473,grand-rapids,lettuce,9,,,,,February,March,March,December
473,grand-rapids,lettuce,10,,,,,January,March,March,December
473,grand-rapids,lettuce,11,,,,,January,February,February,December
473,grand-rapids,lettuce,12,,,,,January,February,February,December
473,grand-rapids,lettuce,13,,,,,January,February,February,December
474,prizehead,lettuce,1,,,,,June,July,July,September
474,prizehead,lettuce,2,,,,,May,July,July,September
474,prizehead,lettuce,3,,,,,May,June,June,October
474,prizehead,lettuce,4,,,,,April,June,June,October
474,prizehead,lettuce,5,,,,,April,May,June,November
474,prizehead,lettuce,6,,,,,April,May,May,November
474,prizehead,lettuce,7,,,,,March,May,May,November
474,prizehead,lettuce,8,,,,,March,April,April,December
474,prizehead,lettuce,9,,,,,February,March,March,December
474,prizehead,lettuce,10,,,,,January,March,March,December
474,prizehead,lettuce,11,,,,,January,February,February,December
474,prizehead,lettuce,12,,,,,January,February,February,December
474,prizehead,lettuce,13,,,,,January,February,February,December
475,lollo-rosso,lettuce,1,,,,,June,July,July,September
475,lollo-rosso,lettuce,2,,,,,May,July,July,September
475,lollo-rosso,lettuce,3,,,,,May,June,June,October
475,lollo-rosso,lettuce,4,,,,,April,June,June,October
475,lollo-rosso,lettuce,5,,,,,April,May,June,November
475,lollo-rosso,lettuce,6,,,,,April,May,May,November
475,lollo-rosso,lettuce,7,,,,,March,May,May,November
475,lollo-rosso,lettuce,8,,,,,March,April,April,December
475,lollo-rosso,lettuce,9,,,,,February,March,March,December
475,lollo-rosso,lettuce,10,,,,,January,March,March,December
475,lollo-rosso,lettuce,11,,,,,January,February,February,December
475,lollo-rosso,lettuce,12,,,,,January,February,February,December
475,lollo-rosso,lettuce,13,,,,,January,February,February,December
476,parris-island-cos,lettuce,1,,,,,June,July,August,September
476,parris-island-cos,lettuce,2,,,,,May,July,July,September
476,parris-island-cos,lettuce,3,,,,,May,June,July,October
476,parris-island-cos,lettuce,4,,,,,April,June,July,October
476,parris-island-cos,lettuce,5,,,,,April,May,June,November
476,parris-island-cos,lettuce,6,,,,,April,May,June,November
476,parris-island-cos,lettuce,7,,,,,March,May,May,November
476,parris-island-cos,lettuce,8,,,,,March,April,May,December
476,parris-island-cos,lettuce,9,,,,,February,March,April,December
476,parris-island-cos,lettuce,10,,,,,January,March,March,December
476,parris-island-cos,lettuce,11,,,,,January,February,February,December
476,parris-island-cos,lettuce,12,,,,,January,February,February,December
476,parris-island-cos,lettuce,13,,,,,January,February,February,December
477,buttercrunch-bibb,lettuce,1,,,,,June,July,August,September
477,buttercrunch-bibb,lettuce,2,,,,,May,July,July,September
477,buttercrunch-bibb,lettuce,3,,,,,May,June,July,October
477,buttercrunch-bibb,lettuce,4,,,,,April,June,July,October
477,buttercrunch-bibb,lettuce,5,,,,,April,May,June,November
477,buttercrunch-bibb,lettuce,6,,,,,April,May,June,November
477,buttercrunch-bibb,lettuce,7,,,,,March,May,May,November
477,buttercrunch-bibb,lettuce,8,,,,,March,April,May,December
477,buttercrunch-bibb,lettuce,9,,,,,February,March,April,December
477,buttercrunch-bibb,lettuce,10,,,,,January,March,March,December
477,buttercrunch-bibb,lettuce,11,,,,,January,February,February,December
477,buttercrunch-bibb,lettuce,12,,,,,January,February,February,December
477,buttercrunch-bibb,lettuce,13,,,,,January,February,February,December
478,cimmaron-romaine,lettuce,1,,,,,June,July,August,September
478,cimmaron-romaine,lettuce,2,,,,,May,July,July,September
478,cimmaron-romaine,lettuce,3,,,,,May,June,July,October
478,cimmaron-romaine,lettuce,4,,,,,April,June,June,October
478,cimmaron-romaine,lettuce,5,,,,,April,May,June,November
478,cimmaron-romaine,lettuce,6,,,,,April,May,June,November
478,cimmaron-romaine,lettuce,7,,,,,March,May,May,November
478,cimmaron-romaine,lettuce,8,,,,,March,April,May,December
478,cimmaron-romaine,lettuce,9,,,,,February,March,April,December
478,cimmaron-romaine,lettuce,10,,,,,January,March,March,December
478,cimmaron-romaine,lettuce,11,,,,,January,February,February,December
478,cimmaron-romaine,lettuce,12,,,,,January,February,February,December
478,cimmaron-romaine,lettuce,13,,,,,January,February,February,December
479,skyphos,lettuce,1,,,,,June,July,July,September
479,skyphos,lettuce,2,,,,,May,July,July,September
479,skyphos,lettuce,3,,,,,May,June,June,October
479,skyphos,lettuce,4,,,,,April,June,June,October
479,skyphos,lettuce,5,,,,,April,May,May,November
479,skyphos,lettuce,6,,,,,April,May,May,November
479,skyphos,lettuce,7,,,,,March,May,May,November
479,skyphos,lettuce,8,,,,,March,April,April,December
479,skyphos,lettuce,9,,,,,February,March,March,December
479,skyphos,lettuce,10,,,,,January,March,March,December
479,skyphos,lettuce,11,,,,,January,February,February,December
479,skyphos,lettuce,12,,,,,January,February,February,December
479,skyphos,lettuce,13,,,,,January,February,February,December
480,concept,lettuce,1,,,,,June,July,July,September
480,concept,lettuce,2,,,,,May,July,July,September
480,concept,lettuce,3,,,,,May,June,June,October
480,concept,lettuce,4,,,,,April,June,June,October
480,concept,lettuce,5,,,,,April,May,June,November
480,concept,lettuce,6,,,,,April,May,May,November
480,concept,lettuce,7,,,,,March,May,May,November
480,concept,lettuce,8,,,,,March,April,April,December
480,concept,lettuce,9,,,,,February,March,March,December
480,concept,lettuce,10,,,,,January,March,March,December
480,concept,lettuce,11,,,,,January,February,February,December
480,concept,lettuce,12,,,,,January,February,February,December
480,concept,lettuce,13,,,,,January,February,February,December
481,coastal-star,lettuce,1,,,,,June,July,July,September
481,coastal-star,lettuce,2,,,,,May,July,July,September
481,coastal-star,lettuce,3,,,,,May,June,July,October
481,coastal-star,lettuce,4,,,,,April,June,June,October
481,coastal-star,lettuce,5,,,,,April,May,June,November
481,coastal-star,lettuce,6,,,,,April,May,June,November
481,coastal-star,lettuce,7,,,,,March,May,May,November
481,coastal-star,lettuce,8,,,,,March,April,May,December
481,coastal-star,lettuce,9,,,,,February,March,April,December
481,coastal-star,lettuce,10,,,,,January,March,March,December
481,coastal-star,lettuce,11,,,,,January,February,February,December
481,coastal-star,lettuce,12,,,,,January,February,February,December
481,coastal-star,lettuce,13,,,,,January,February,February,December
482,rosemary,herb,6,March,April,May,June,,,June,November
482,rosemary,herb,7,February,March,April,June,,,June,November
482,rosemary,herb,8,February,March,April,May,,,May,December
482,rosemary,herb,9,January,February,March,April,,,April,December
482,rosemary,herb,10,January,January,February,April,,,April,December
483,spearmint,herb,4,March,April,June,July,,,July,October
483,spearmint,herb,5,March,April,May,June,,,June,October
483,spearmint,herb,6,March,April,May,June,,,June,November
483,spearmint,herb,7,February,March,April,June,,,June,November
483,spearmint,herb,8,February,March,April,May,,,May,December
483,spearmint,herb,9,January,February,March,April,,,April,December
491,cardinal-basil,herb,10,January,January,February,April,,,April,December
493,holy-basil,herb,3,April,May,June,July,,,July,October
493,holy-basil,herb,4,March,April,June,July,,,July,October
493,holy-basil,herb,5,March,April,May,June,,,June,October
493,holy-basil,herb,6,March,April,May,June,,,June,November
493,holy-basil,herb,7,February,March,April,June,,,June,November
493,holy-basil,herb,8,February,March,April,May,,,May,December
493,holy-basil,herb,9,January,February,March,April,,,April,December
493,holy-basil,herb,10,January,January,February,April,,,April,December
493,holy-basil,herb,11,January,January,January,March,,,March,December
497,cinnamon-basil,herb,10,January,January,February,April,,,April,December
498,orange-mint,herb,2,April,May,June,August,,,August,September
498,orange-mint,herb,3,April,May,June,July,,,July,October
498,orange-mint,herb,4,March,April,June,July,,,July,October
498,orange-mint,herb,5,March,April,May,June,,,June,October
498,orange-mint,herb,6,March,April,May,June,,,June,November
498,orange-mint,herb,7,February,March,April,June,,,June,November
498,orange-mint,herb,8,February,March,April,May,,,May,December
498,orange-mint,herb,9,January,February,March,April,,,April,December
498,orange-mint,herb,10,January,January,February,April,,,April,December
498,orange-mint,herb,11,January,January,January,March,,,March,December
500,lemon-thyme,herb,2,April,May,June,August,,,August,September
500,lemon-thyme,herb,3,April,May,June,July,,,July,October
500,lemon-thyme,herb,4,March,April,June,July,,,July,October
500,lemon-thyme,herb,5,March,April,May,June,,,June,October
500,lemon-thyme,herb,6,March,April,May,June,,,June,November
500,lemon-thyme,herb,7,February,March,April,June,,,June,November
500,lemon-thyme,herb,8,February,March,April,May,,,May,December
500,lemon-thyme,herb,9,January,February,March,April,,,April,December
500,lemon-thyme,herb,10,January,January,February,April,,,April,December
500,lemon-thyme,herb,11,January,January,January,March,,,March,December
501,thai-basil,herb,10,January,January,February,April,,,April,December
503,lime-basil,herb,9,January,February,March,April,,,April,December
503,lime-basil,herb,10,January,January,February,April,,,April,December
503,lime-basil,herb,11,January,January,January,March,,,March,December
506,chocolate-basil,herb,2,April,May,June,August,,,August,September
506,chocolate-basil,herb,3,April,May,June,July,,,July,October
506,chocolate-basil,herb,4,March,April,June,July,,,July,October
506,chocolate-basil,herb,5,March,April,May,June,,,June,October
506,chocolate-basil,herb,6,March,April,May,June,,,June,November
506,chocolate-basil,herb,7,February,March,April,June,,,June,November
506,chocolate-basil,herb,8,February,March,April,May,,,May,December
506,chocolate-basil,herb,9,January,February,March,April,,,April,December
506,chocolate-basil,herb,10,January,January,February,April,,,April,December
506,chocolate-basil,herb,11,January,January,January,March,,,March,December
516,fennel-bronze,herb,4,March,April,June,July,,,July,October
516,fennel-bronze,herb,5,March,April,May,June,,,June,October
516,fennel-bronze,herb,6,March,April,May,June,,,June,November
516,fennel-bronze,herb,7,February,March,April,June,,,June,November
516,fennel-bronze,herb,8,February,March,April,May,,,May,December
516,fennel-bronze,herb,9,January,February,March,April,,,April,December
517,moroccan-mint,herb,4,March,April,June,July,,,July,October
517,moroccan-mint,herb,5,March,April,May,June,,,June,October
517,moroccan-mint,herb,6,March,April,May,June,,,June,November
517,moroccan-mint,herb,7,February,March,April,June,,,June,November
517,moroccan-mint,herb,8,February,March,April,May,,,May,December
517,moroccan-mint,herb,9,January,February,March,April,,,April,December
518,german-thyme,herb,5,March,April,May,June,,,June,October
518,german-thyme,herb,6,March,April,May,June,,,June,November
518,german-thyme,herb,7,February,March,April,June,,,June,November
518,german-thyme,herb,8,February,March,April,May,,,May,December
518,german-thyme,herb,9,January,February,March,April,,,April,December
529,petroselinum-crispum-forest-green,herb,2,April,May,June,August,,,August,September
529,petroselinum-crispum-forest-green,herb,3,April,May,June,July,,,July,October
529,petroselinum-crispum-forest-green,herb,4,March,April,June,July,,,July,October
529,petroselinum-crispum-forest-green,herb,5,March,April,May,June,,,June,October
529,petroselinum-crispum-forest-green,herb,6,March,April,May,June,,,June,November
529,petroselinum-crispum-forest-green,herb,7,February,March,April,June,,,June,November
529,petroselinum-crispum-forest-green,herb,8,February,March,April,May,,,May,December
529,petroselinum-crispum-forest-green,herb,9,January,February,March,April,,,April,December
529,petroselinum-crispum-forest-green,herb,10,January,January,February,April,,,April,December
529,petroselinum-crispum-forest-green,herb,11,January,January,January,March,,,March,December
533,apple-mint,herb,7,February,March,April,June,,,June,November
533,apple-mint,herb,8,February,March,April,May,,,May,December
533,apple-mint,herb,9,January,February,March,April,,,April,December
533,apple-mint,herb,10,January,January,February,April,,,April,December
537,cherokee-purple-bean,bean,1,,,,,July,August,October,August
537,cherokee-purple-bean,bean,2,,,,,June,August,September,September
537,cherokee-purple-bean,bean,3,,,,,June,July,August,October
537,cherokee-purple-bean,bean,4,,,,,June,July,August,October
537,cherokee-purple-bean,bean,5,,,,,May,June,August,September
537,cherokee-purple-bean,bean,6,,,,,May,June,July,September
537,cherokee-purple-bean,bean,7,,,,,April,June,July,August
537,cherokee-purple-bean,bean,8,,,,,April,May,June,August
537,cherokee-purple-bean,bean,9,,,,,March,April,May,July
537,cherokee-purple-bean,bean,10,,,,,February,April,May,June
537,cherokee-purple-bean,bean,11,,,,,January,March,April,June
537,cherokee-purple-bean,bean,12,,,,,January,March,April,June
537,cherokee-purple-bean,bean,13,,,,,January,March,April,June
538,gold-rush-bush-bean,bean,1,,,,,July,August,September,August
538,gold-rush-bush-bean,bean,2,,,,,June,August,September,September
538,gold-rush-bush-bean,bean,3,,,,,June,July,August,October
538,gold-rush-bush-bean,bean,4,,,,,June,July,August,October
538,gold-rush-bush-bean,bean,5,,,,,May,June,August,September
538,gold-rush-bush-bean,bean,6,,,,,May,June,July,September
538,gold-rush-bush-bean,bean,7,,,,,April,June,July,August
538,gold-rush-bush-bean,bean,8,,,,,April,May,June,August
538,gold-rush-bush-bean,bean,9,,,,,March,April,May,July
538,gold-rush-bush-bean,bean,10,,,,,February,April,May,June
538,gold-rush-bush-bean,bean,11,,,,,January,March,April,May
538,gold-rush-bush-bean,bean,12,,,,,January,March,April,May
538,gold-rush-bush-bean,bean,13,,,,,January,March,April,May
539,purple-podded-pole-bean,bean,1,,,,,July,August,October,August
539,purple-podded-pole-bean,bean,2,,,,,June,August,September,September
539,purple-podded-pole-bean,bean,3,,,,,June,July,September,October
539,purple-podded-pole-bean,bean,4,,,,,June,July,August,October
539,purple-podded-pole-bean,bean,5,,,,,May,June,August,October
539,purple-podded-pole-bean,bean,6,,,,,May,June,August,September
539,purple-podded-pole-bean,bean,7,,,,,April,June,July,September
539,purple-podded-pole-bean,bean,8,,,,,April,May,July,August
539,purple-podded-pole-bean,bean,9,,,,,March,April,June,July
539,purple-podded-pole-bean,bean,10,,,,,February,April,May,July
539,purple-podded-pole-bean,bean,11,,,,,January,March,April,June
539,purple-podded-pole-bean,bean,12,,,,,January,March,April,June
539,purple-podded-pole-bean,bean,13,,,,,January,March,April,June
540,black-valentine-bush-bean,bean,1,,,,,July,August,September,August
540,black-valentine-bush-bean,bean,2,,,,,June,August,September,September
540,black-valentine-bush-bean,bean,3,,,,,June,July,August,October
540,black-valentine-bush-bean,bean,4,,,,,June,July,August,October
540,black-valentine-bush-bean,bean,5,,,,,May,June,August,September
540,black-valentine-bush-bean,bean,6,,,,,May,June,July,September
540,black-valentine-bush-bean,bean,7,,,,,April,June,July,August
540,black-valentine-bush-bean,bean,8,,,,,April,May,June,August
540,black-valentine-bush-bean,bean,9,,,,,March,April,May,July
540,black-valentine-bush-bean,bean,10,,,,,February,April,May,June
540,black-valentine-bush-bean,bean,11,,,,,January,March,April,May
540,black-valentine-bush-bean,bean,12,,,,,January,March,April,May
540,black-valentine-bush-bean,bean,13,,,,,January,March,April,May
541,yellow-romano-pole-bean,bean,1,,,,,July,August,October,August
541,yellow-romano-pole-bean,bean,2,,,,,June,August,September,September
541,yellow-romano-pole-bean,bean,3,,,,,June,July,September,October
541,yellow-romano-pole-bean,bean,4,,,,,June,July,August,October
541,yellow-romano-pole-bean,bean,5,,,,,May,June,August,October
541,yellow-romano-pole-bean,bean,6,,,,,May,June,August,September
541,yellow-romano-pole-bean,bean,7,,,,,April,June,July,September
541,yellow-romano-pole-bean,bean,8,,,,,April,May,July,August
541,yellow-romano-pole-bean,bean,9,,,,,March,April,June,July
541,yellow-romano-pole-bean,bean,10,,,,,February,April,May,July
541,yellow-romano-pole-bean,bean,11,,,,,January,March,April,June
541,yellow-romano-pole-bean,bean,12,,,,,January,March,April,June
541,yellow-romano-pole-bean,bean,13,,,,,January,March,April,June
542,bush-kentucky-wonder,bean,1,,,,,July,August,October,August
542,bush-kentucky-wonder,bean,2,,,,,June,August,September,September
542,bush-kentucky-wonder,bean,3,,,,,June,July,September,October
542,bush-kentucky-wonder,bean,4,,,,,June,July,August,October
542,bush-kentucky-wonder,bean,5,,,,,May,June,August,September
542,bush-kentucky-wonder,bean,6,,,,,May,June,August,September
542,bush-kentucky-wonder,bean,7,,,,,April,June,July,September
542,bush-kentucky-wonder,bean,8,,,,,April,May,July,August
542,bush-kentucky-wonder,bean,9,,,,,March,April,June,July
542,bush-kentucky-wonder,bean,10,,,,,February,April,May,July
542,bush-kentucky-wonder,bean,11,,,,,January,March,April,June
542,bush-kentucky-wonder,bean,12,,,,,January,March,April,June
542,bush-kentucky-wonder,bean,13,,,,,January,March,April,June
543,henderson-lima-bush,bean,1,,,,,July,August,October,August
543,henderson-lima-bush,bean,2,,,,,June,August,September,September
543,henderson-lima-bush,bean,3,,,,,June,July,September,October
543,henderson-lima-bush,bean,4,,,,,June,July,September,October
543,henderson-lima-bush,bean,5,,,,,May,June,August,October
543,henderson-lima-bush,bean,6,,,,,May,June,August,September
543,henderson-lima-bush,bean,7,,,,,April,June,July,September
543,henderson-lima-bush,bean,8,,,,,April,May,July,August
543,henderson-lima-bush,bean,9,,,,,March,April,June,July
543,henderson-lima-bush,bean,10,,,,,February,April,May,July
543,henderson-lima-bush,bean,11,,,,,January,March,April,June
543,henderson-lima-bush,bean,12,,,,,January,March,April,June
543,henderson-lima-bush,bean,13,,,,,January,March,April,June
544,tendercrop-bush-bean,bean,1,,,,,July,August,September,August
544,tendercrop-bush-bean,bean,2,,,,,June,August,September,September
544,tendercrop-bush-bean,bean,3,,,,,June,July,August,October
544,tendercrop-bush-bean,bean,4,,,,,June,July,August,October
544,tendercrop-bush-bean,bean,5,,,,,May,June,August,September
544,tendercrop-bush-bean,bean,6,,,,,May,June,July,September
544,tendercrop-bush-bean,bean,7,,,,,April,June,July,August
544,tendercrop-bush-bean,bean,8,,,,,April,May,June,August
544,tendercrop-bush-bean,bean,9,,,,,March,April,May,July
544,tendercrop-bush-bean,bean,10,,,,,February,April,May,June
544,tendercrop-bush-bean,bean,11,,,,,January,March,April,May
544,tendercrop-bush-bean,bean,12,,,,,January,March,April,May
544,tendercrop-bush-bean,bean,13,,,,,January,March,April,May
545,yard-long-bean,bean,1,,,,,July,August,October,August
545,yard-long-bean,bean,2,,,,,June,August,October,September
545,yard-long-bean,bean,3,,,,,June,July,September,October
545,yard-long-bean,bean,4,,,,,June,July,September,October
545,yard-long-bean,bean,5,,,,,May,June,September,October
545,yard-long-bean,bean,6,,,,,May,June,August,October
545,yard-long-bean,bean,7,,,,,April,June,August,September
545,yard-long-bean,bean,8,,,,,April,May,July,September
545,yard-long-bean,bean,9,,,,,March,April,June,August
545,yard-long-bean,bean,10,,,,,February,April,June,July
545,yard-long-bean,bean,11,,,,,January,March,May,June
545,yard-long-bean,bean,12,,,,,January,March,May,June
545,yard-long-bean,bean,13,,,,,January,March,May,June
546,french-filet-bean-maxibel,bean,1,,,,,July,August,October,August
546,french-filet-bean-maxibel,bean,2,,,,,June,August,September,September
